1,3,6
1,1,10
1,4,4
1,3,5
2,1,1
2,3,19
2,4,47
2,3,46
2,5,12
3,1,16
3,4,32
4,5,18
4,5,35
4,1,24
5,4,30
5,3,12
5,3,27
5,4,22
6,2,18
6,2,29
7,4,0
7,2,8
7,3,2
8,2,14
8,4,44
8,1,40
9,2,18
9,1,35
9,3,3
10,3,12
10,5,31
10,1,36
10,5,48
10,1,28
11,4,14
11,1,44
12,4,28
12,1,27
12,5,6
13,5,17
13,5,47
13,5,29
14,2,16
14,5,32
14,1,4
15,1,7
15,1,11
15,1,37
15,3,42
15,2,0
15,2,4
15,1,2
16,2,40
16,1,13
17,3,14
18,3,13
18,4,32
18,3,20
19,5,12
19,3,31
19,3,36
19,3,48
20,2,42
20,1,6
21,2,18
21,3,22
21,5,24
21,1,20
22,4,41
22,4,47
22,1,22
23,1,42
23,3,24
23,5,35
23,5,28
24,2,22
24,1,5
24,5,19
24,1,25
25,1,42
25,4,29
25,5,9
25,4,45
25,2,30
25,2,21
26,2,18
26,3,35
27,4,14
27,1,44
28,1,16
28,5,32
28,4,45
29,5,28
29,1,27
30,2,22
30,2,38
30,5,14
30,4,30
30,3,46
30,1,6
30,1,40
31,1,23
31,3,24
31,2,40
31,3,41
31,5,43
32,3,1
32,1,19
33,3,5
33,2,37
33,4,22
34,1,0
34,3,46
34,3,2
34,1,5
35,1,4
35,5,9
36,4,28
36,5,27
36,4,33
37,2,22
37,5,5
37,3,41
37,3,44
37,5,20
38,5,14
38,2,44
38,3,34
38,2,39
39,5,1
39,2,22
39,1,39
39,4,12
39,2,16
40,4,16
40,4,35
40,2,45
40,3,17
40,4,9
40,3,2
41,4,30
41,3,48
41,3,24
42,3,4
42,4,9
42,5,11
43,5,22
43,1,5
44,4,4
44,1,9
45,3,27
45,2,44
46,1,20
46,3,21
46,3,45
47,4,29
47,5,34
47,1,19
47,2,36
47,1,38
47,3,24
47,4,14
47,1,33
48,2,1
48,4,19
48,4,42
48,1,36
48,5,41
49,5,35
49,3,22
49,5,16
50,2,40
50,4,44
50,3,12
50,5,6
50,3,21
50,2,30
51,3,4
51,1,9
51,4,43
51,2,3
51,2,36
51,2,24
51,5,44
51,5,1
52,1,4
52,3,9
52,5,47
52,3,42
53,3,7
53,5,11
53,1,37
53,3,45
54,1,16
54,5,32
54,3,45
55,2,7
55,1,11
55,4,37
55,2,45
55,5,10
56,5,4
56,5,9
57,5,18
57,5,45
57,2,20
58,5,18
58,4,35
58,3,44
59,5,47
59,2,45
60,2,28
61,1,17
61,2,47
61,1,29
61,2,45
62,3,23
62,4,24
62,1,40
62,1,41
62,1,43
63,4,12
63,4,31
63,1,36
63,5,48
64,4,12
64,4,35
64,2,30
65,5,14
65,3,44
65,3,19
65,1,23
65,1,12
66,1,1
67,5,22
67,5,18
68,5,42
68,2,33
68,3,39
69,2,42
69,1,33
70,5,18
70,2,35
70,5,3
71,3,7
71,3,27
71,2,0
72,3,27
72,1,15
73,1,23
73,5,24
73,4,40
73,5,41
73,2,43
74,2,0
74,3,46
74,5,2
74,5,25
75,4,18
75,5,35
75,1,3
76,1,12
76,2,31
76,2,36
76,2,20
76,3,6
77,2,16
77,1,34
77,3,32
77,5,4
77,1,19
77,4,3
78,5,26
78,3,22
79,2,17
79,1,34
79,3,2
79,1,4
80,3,23
80,4,24
80,5,40
80,1,41
80,2,43
81,4,1
81,3,19
82,5,12
82,5,32
82,3,9
82,2,26
83,4,38
83,1,34
