time,prediction
1,0.3501331427809544
2,0.38081255972372396
3,0.3502986802390681
4,0.2991189541768209
5,0.3586318123434387
6,0.2392693145108656
7,0.3156049862549217
8,0.21401005401037043
9,0.4113821252175453
10,0.47472953903601306
11,0.3204110733406239
12,0.3316994807722512
13,0.39272157467968394
14,0.3250146290640028
15,0.4139849059482091
16,0.30465456987122813
17,0.2747114863834203
18,0.31302419099939177
19,0.27775534550257924
20,0.2876784624809238
21,0.29580190467352563
22,0.238772421116946
23,0.3036056333803071
24,0.32078460215118626
25,0.38130383556929637
26,0.35489936276405143
27,0.33827763596249844
28,0.26168363556182034
29,0.2402092640232678
30,0.2704225157713051
31,0.2634874562518983
32,0.23392206767467802
33,0.2709430336056235
34,0.2688326086530299
35,0.2905856364876892
36,0.28553746508808264
37,0.3633498546095101
38,0.45999973702023955
39,0.35099250310226493
40,0.3239110207366481
41,0.30943473781698666
42,0.30176588021270917
43,0.3570450833648868
44,0.3643557122965228
45,0.34057177407366485
46,0.31240865980567134
47,0.30225500632976593
48,0.31461066065816695
49,0.3292153957738539
50,0.43084182723300496
51,0.47325923018387217
52,0.31759538491282496
53,0.30892532283518426
54,0.3586160265492101
55,0.3483971043697091
56,0.39388693665823277
57,0.3146476732052993
58,0.3589573007530278
59,0.31477033297329426
60,0.3338056781138212
61,0.37288194055793916
62,0.4128277478449444
63,0.5841540518098912
64,0.5403351952122454
65,0.40138009262827706
66,0.41822898624100124
67,0.39122656764442515
68,0.39717395506956293
69,0.39438635713730363
70,0.464269232360458
71,0.42084836303053785
72,0.4244672845089337
73,0.58975150240521
74,0.5691165533487749
75,0.48411548560897266
76,0.43267269613360687
77,0.5201016010783227
78,0.4432208575409584
79,0.4972975377142287
80,0.4535941495935574
81,0.4300610304688525
82,0.37183004053160196
83,0.4571189266952187
84,0.4392252403635494
85,0.5233075987162349
86,0.5713605356832416
87,0.5002956601065031
88,0.5154192701615375
89,0.5025306953413762
90,0.5601638831328165
91,0.5181621451312348
92,0.5087906915545252
93,0.528625229279596
94,0.46490181427022964
95,0.48524565427824906
96,0.5407862142123931
97,0.6023860974214381
98,0.5993429951301391
99,0.5216467432661275
100,0.6203110388330537
101,0.6071776517617498
102,0.5642384331648209
103,0.5612288774796844
104,0.6201199850745223
105,0.6602380602562046
106,0.5757981927005461
107,0.5582668460062012
108,0.5440700611294847
109,0.5515801218960292
110,0.5348324214338199
111,0.5543304889932659
112,0.5301156425901906
113,0.5122182291228733
114,0.605087824155587
115,0.6592455177365077
116,0.5962936520705239
117,0.5534601786124684
118,0.4972805266263128
119,0.6402990271531068
120,0.5917860515238185
121,0.5500543920579274
122,0.6027801732422157
123,0.5742218668671041
124,0.6067544099440655
125,0.5001746804889554
126,0.5674580992031156
127,0.5771914769036659
128,0.5752323859400484
129,0.6357689572895501
130,0.59076400588197
131,0.6759972281598646
132,0.5639248000924023
133,0.5853088862111442
134,0.6282911789409646
135,0.5812858756909014
136,0.6027218457792556
137,0.5723694490436174
138,0.6140777846334742
139,0.6233726295327097
140,0.6771013165944344
141,0.7093301376270144
142,0.6488929697857071
143,0.6789773416590377
144,0.6592019193221272
145,0.652703767837598
146,0.5353702858326083
147,0.6910090246028875
148,0.6390744740619113
149,0.649725145749358
150,0.5871265004491677
151,0.5312087318579535
152,0.4918809083858269
153,0.6250103304138331
154,0.6409095068112282
155,0.5990536995208815
156,0.6075698195340885
157,0.5543736198629401
158,0.5927357973827129
159,0.5963333075070393
160,0.6654982392583147
161,0.6206325994298908
162,0.6488786121941023
163,0.6250946595543644
164,0.6530305553751327
165,0.496436221835345
166,0.5633249716474682
167,0.610114388613335
168,0.6198804753329487
169,0.6440826002283089
170,0.6560904735925377
171,0.6398692105241051
172,0.613962384122297
173,0.6072842189400081
174,0.2801902118317408
175,0.27160217338674264
176,0.24565209454977693
177,0.2796456303502151
178,0.2748289783611935
179,0.3055583332586851
180,0.30784846501636043
181,0.386061496733668
182,0.45928381317367467
183,0.35665894352496025
184,0.33117872668975623
185,0.31546410979790473
186,0.3182017095294048
187,0.36032265319704765
188,0.3788941233867231
189,0.34138541223586055
190,0.32564930741013465
191,0.3121115696783717
192,0.32536695495620627
193,0.35347981755343877
194,0.4379301007723129
195,0.4679221101715596
196,0.3210632450767537
197,0.3294102901673642
198,0.3720801521194112
199,0.369397567955877
200,0.37986160917931483
201,0.31256812498128606
202,0.37440648941125687
203,0.32935762563278387
204,0.3526620956479963
205,0.38301618168709195
206,0.43189784924225577
207,0.572307365324994
208,0.5111981045541346
209,0.40585785176039035
210,0.4267613636089983
211,0.4038044435950422
212,0.42079842528106537
213,0.40983379772843626
214,0.4781664959109223
215,0.42584759553526247
216,0.43273900283342664
217,0.585053139437632
218,0.5770456489112686
219,0.49393564793845973
220,0.4506814024477135
221,0.5193173605683978
222,0.4632564708861569
223,0.5192257925452904
224,0.4899999338724953
225,0.4813787044920181
226,0.41954253416671483
227,0.4724711902264333
228,0.45154024875493504
229,0.5254121379866652
230,0.5572774150720824
231,0.5125810512332106
232,0.5067320524490472
233,0.5046418866701328
234,0.5577146036619923
235,0.5355899217652228
236,0.5188624145908585
237,0.5420239278053498
238,0.47179711455513795
239,0.49530484223623716
240,0.5392443023995507
241,0.6022331141836182
242,0.6005239024471412
243,0.5266043281280854
244,0.6127463600675234
245,0.6115115755693322
246,0.5731457942326582
247,0.5602727330733853
248,0.6212755981318995
249,0.6667396295532486
250,0.5767499113114245
251,0.5704028368014886
252,0.560075305884176
253,0.5694798022607972
254,0.5513595384631746
255,0.5657615628886572
256,0.542379763593802
257,0.5261700086250306
258,0.6320352220717917
259,0.6827583070435335
260,0.6133361826991575
261,0.5766779022054194
262,0.5296936608218723
263,0.661787854725588
264,0.6033462359910842
265,0.560187047655712
266,0.6314755770624764
267,0.586663208639615
268,0.6170427633540371
269,0.5404464155457241
270,0.5911263001494663
271,0.5946217876931978
272,0.5976563306944734
273,0.6814567455959686
274,0.6293700569400825
275,0.7031960516779788
276,0.5979192864531785
277,0.5990478040868304
278,0.6374097849702659
279,0.5968914739880171
280,0.6130747755131266
281,0.5784606836534402
282,0.6150945029695577
283,0.6283990086802831
284,0.6693868648180085
285,0.6770376784051554
286,0.6343379541144561
287,0.6454462586983669
288,0.6515156507223021
289,0.6442262363303836
290,0.5560711908882061
291,0.6749273537106965
292,0.6376285456895769
293,0.632264168829959
294,0.5984497177699196
295,0.5503716353971093
296,0.518900660061616
297,0.6419611672934772
298,0.6177898574000271
299,0.6082980355818518
300,0.6083312496441193
301,0.5710960319023582
302,0.618364888423775
303,0.6015147512024352
304,0.6706651199964128
305,0.6304908920555499
306,0.6295928414011958
307,0.6363193418254002
308,0.6574540431847296
309,0.5083625408108898
310,0.5765349772499074
311,0.6176256389434219
312,0.6190499460982826
313,0.6260649423447331
314,0.6483474260326938
315,0.63747786170341
316,0.6083778942034614
317,0.6045987071052819
318,0.6194906065874297
319,0.5968510905155964
320,0.5702734360083991
321,0.5928049689186988
322,0.5677238764589839
323,0.5661002921677661
324,0.5029816233739737
325,0.5483296994266404
326,0.5160119838541779
327,0.4858650165118679
328,0.4988207118615403
329,0.5507272780699218
330,0.5059955024696212
331,0.5079131318944654
332,0.5207391720906132
333,0.5074144075383503
334,0.5156788807937934
335,0.539254567846699
336,0.4980706937023761
337,0.5243691952027139
338,0.4656261188560279
339,0.501274911540002
340,0.48106482145638624
341,0.5466628274587563
342,0.46782079224986306
343,0.4949345829450106
344,0.5145647313812797
345,0.4921625527731495
346,0.4675889465376974
347,0.4899583586062958
348,0.49694177744342566
349,0.5482261847660737
350,0.5797271176705429
351,0.48471824799884905
352,0.5702987154764929
353,0.5766973478252283
354,0.4814963232558325
355,0.45066104433846826
356,0.45605233653367067
357,0.4792903809501979
358,0.47929682817632374
359,0.4793032754024493
360,0.39973232357677607
361,0.3800415987245919
362,0.3637729891662815
363,0.2834673711788129
364,0.26420248886860154
365,0.28742530412015244
366,0.2820241975560082
367,0.2534955735771155
368,0.28847028157956367
369,0.2895630839024334
370,0.31852371264576973
371,0.32507863292835243
372,0.4017422152829815
373,0.46559580788968946
374,0.37362494440720523
375,0.3485113871230348
376,0.33156335585029684
377,0.32840286791401396
378,0.38128744325264186
379,0.3912863484810449
380,0.35860623226413674
381,0.3453393452539197
382,0.3329055013223284
383,0.3462359513294873
384,0.37597652822642474
385,0.45615341773290546
386,0.47980263353668634
387,0.343443453930409
388,0.3490515649175554
389,0.3975854962634294
390,0.3947479955931318
391,0.40043060514822854
392,0.3279573010101336
393,0.39237922050210605
394,0.34330221425922924
395,0.3658140902833599
396,0.39861565866126364
397,0.4431303371867433
398,0.5669997672813797
399,0.5117420240145103
400,0.4341179308218946
401,0.4452298840968373
402,0.4325121100067108
403,0.4443023808803659
404,0.4248930078841455
405,0.4933994175454274
406,0.4575414438902786
407,0.4492617233995038
408,0.5932772566699499
409,0.5767480979695189
410,0.5148769390751986
411,0.48275337479662334
412,0.537960254546243
413,0.4864755732532063
414,0.5342928561561372
415,0.5160646338896028
416,0.5060514278038586
417,0.4458081854921765
418,0.48282427581997367
419,0.4797829325178257
420,0.5309834021993859
421,0.5582878113076394
422,0.5325167610496447
423,0.5344305852795048
424,0.5234807621503299
425,0.5521596080329965
426,0.528603372797638
427,0.5364151166277072
428,0.5686194904689363
429,0.4954438002396349
430,0.5202243509210042
431,0.551866066048788
432,0.6123335651227534
433,0.6036987858711317
434,0.5332109765733325
435,0.6264866351228687
436,0.6160533974383413
437,0.5733978143817234
438,0.5692870771320667
439,0.628688046034057
440,0.6538386363845295
441,0.5630867298722495
442,0.5802328730091966
443,0.5777472396868834
444,0.5748101288601807
445,0.5609812992233498
446,0.5728249648873324
447,0.5395535201397949
448,0.5325722877724691
449,0.6367256294626974
450,0.6685322240906187
451,0.6162314227078656
452,0.5886681994946008
453,0.5350114339566573
454,0.6340804955680099
