1,1,21
1,5,11
2,1,7
2,3,11
2,4,37
2,3,45
3,5,3
3,3,42
3,3,33
4,1,5
4,2,12
4,1,47
4,4,17
5,2,42
5,5,6
5,3,18
6,4,2
6,3,4
6,4,34
7,1,15
7,4,16
7,2,23
7,3,40
8,1,34
8,2,29
8,1,2
8,3,3
9,1,36
9,2,23
9,3,26
9,5,18
9,4,35
10,4,45
10,4,44
11,2,49
11,5,17
11,4,48
11,1,38
12,4,2
12,2,3
12,3,41
12,2,21
12,5,11
12,4,37
12,2,49
13,4,43
13,1,17
13,2,48
13,1,3
14,4,35
14,4,17
14,4,43
14,5,45
15,5,43
15,5,15
15,3,37
16,3,0
16,1,46
16,4,2
16,1,20
16,5,48
17,2,17
17,5,47
18,1,14
19,5,16
19,1,39
20,5,42
20,4,13
21,1,7
21,2,11
21,5,37
21,2,45
22,3,7
22,5,15
22,1,49
23,4,23
23,1,24
23,1,40
23,5,41
23,3,43
24,4,28
24,2,47
24,5,15
24,1,9
25,2,33
25,2,32
25,2,37
26,4,19
26,4,8
26,4,25
26,2,39
26,1,20
26,5,16
26,2,45
26,5,5
27,4,32
27,5,24
27,3,13
27,5,33
27,1,22
28,4,14
28,1,44
29,3,13
29,1,44
29,4,49
29,5,20
29,4,6
29,5,40
29,1,39
30,1,46
30,5,13
31,3,28
31,1,27
31,3,8
32,5,1
32,1,19
33,1,36
33,1,6
34,2,7
34,3,15
34,1,49
35,3,12
35,2,31
35,4,36
35,4,48
36,5,17
36,3,47
36,5,29
37,3,5
37,3,10
37,5,34
37,4,48
37,1,37
37,5,21
38,4,1
38,5,19
39,3,4
39,4,9
40,4,7
40,2,15
40,1,49
40,4,40
41,4,18
41,3,35
41,4,19
41,5,21
42,1,19
42,4,17
42,5,3
43,3,27
43,3,14
43,5,13
44,1,14
44,2,19
45,4,0
45,5,46
45,3,2
45,1,6
46,4,14
46,2,44
46,4,39
46,2,30
47,5,0
47,3,46
47,2,26
48,2,0
48,3,46
48,5,2
49,2,12
49,1,31
49,3,36
49,4,48
49,5,3
49,4,24
49,1,39
49,1,1
50,3,33
51,3,28
51,3,42
52,3,0
52,4,46
52,3,2
53,2,4
53,4,9
54,3,18
54,1,35
54,4,3
55,2,23
55,2,24
55,3,40
55,3,41
55,4,43
56,5,42
56,2,33
56,4,47
56,5,43
57,3,14
57,4,44
57,3,33
58,3,22
58,1,41
58,2,29
58,4,15
58,4,28
59,2,28
59,4,27
60,5,29
60,4,32
60,3,27
61,1,2
61,1,37
62,4,18
62,3,35
62,4,3
62,1,0
63,1,16
63,3,0
64,5,1
64,2,19
65,1,26
65,5,1
66,5,25
67,2,43
67,3,45
67,1,20
68,4,4
68,1,9
68,5,47
68,2,28
68,3,31
68,5,16
69,3,0
69,3,46
69,3,2
70,1,16
70,3,32
70,1,45
70,2,22
71,5,7
71,1,11
71,5,37
71,3,45
71,4,21
72,3,31
73,3,16
73,2,32
73,5,45
73,1,35
73,2,36
73,1,9
74,1,18
74,4,35
74,2,3
74,3,15
74,5,25
75,3,7
75,4,11
75,5,37
75,5,45
76,5,23
76,1,24
76,1,40
76,4,41
76,2,43
77,2,5
77,4,36
77,5,2
77,3,28
77,1,12
78,1,22
78,3,5
78,1,31
78,1,41
79,2,43
80,4,30
80,1,15
80,3,21
81,1,0
82,3,28
82,2,44
82,3,43
82,5,4
83,5,17
83,4,47
83,3,29
84,4,14
84,5,44
84,3,37
85,3,22
85,3,5
85,4,47
85,1,41
86,4,16
86,5,32
86,4,45
86,1,39
87,2,35
87,5,2
88,3,22
88,5,5
88,1,48
88,1,47
89,4,16
89,5,32
89,3,45
90,1,33
90,4,12
90,1,38
90,2,32
90,3,30
90,2,17
91,3,16
91,4,32
91,4,45
91,3,7
92,1,18
92,1,35
92,4,3
92,3,44
93,4,21
93,1,24
93,3,2
94,4,9
94,4,16
94,2,23
94,1,30
95,3,1
95,1,9
95,1,23
96,1,28
96,5,27
96,3,24
97,1,43
97,4,25
97,5,38
97,1,32
98,2,18
99,2,1
99,2,40
99,2,31
99,5,10
99,1,16
99,1,21
100,3,42
100,5,33
101,4,9
102,3,4
102,5,9
102,4,15
102,4,38
102,5,27
102,4,6
102,3,23
103,3,28
103,2,27
103,1,3
103,4,47
103,2,20
104,1,14
104,3,44
104,1,15
105,1,17
105,3,47
105,2,29
106,4,28
106,5,27
107,4,12
107,1,31
107,2,36
107,2,8
107,5,35
108,3,18
108,2,39
109,4,14
109,2,44
110,1,4
110,4,9
110,5,10
110,2,47
110,1,2
110,1,0
110,3,20
111,3,28
111,2,27
112,4,2
112,3,29
112,2,21
112,5,10
112,1,42
113,2,28
113,2,27
114,1,18
114,2,7
114,4,12
115,5,42
115,5,33
116,5,42
116,4,33
116,1,26
117,5,26
117,1,20
117,4,18
117,3,10
117,5,48
117,1,41
118,4,39
118,2,10
119,2,7
119,5,15
119,4,49
119,1,33
120,4,0
120,5,46
120,1,2
121,1,33
121,5,13
121,2,20
121,3,28
121,2,14
122,1,28
122,3,27
122,5,1
122,3,30
123,2,17
123,5,47
123,3,29
124,1,44
124,2,10
125,4,40
125,4,38
125,3,27
125,5,25
126,3,41
126,4,23
126,3,0
127,1,26
127,3,15
127,3,31
127,2,2
127,1,39
128,1,7
128,1,15
128,1,49
129,2,42
129,1,33
129,1,5
129,5,26
129,2,23
130,2,7
130,2,15
130,5,49
131,5,4
131,4,7
131,1,3
131,1,39
131,5,28
132,1,24
132,5,34
132,1,1
132,1,26
132,2,46
133,2,7
133,3,14
133,5,32
134,4,38
134,4,48
134,2,1
134,3,25
134,4,11
135,5,0
135,2,46
135,5,2
136,5,35
136,3,1
136,5,17
136,3,16
136,5,11
136,5,10
137,5,3
137,3,33
137,5,31
137,4,29
138,3,8
138,2,21
138,4,32
139,5,2
139,4,18
139,5,10
140,5,33
141,4,40
141,4,11
141,3,5
141,4,20
142,5,7
142,3,15
142,5,49
142,4,47
143,1,45
143,5,40
143,3,46
144,2,5
144,5,11
144,4,4
144,3,21
145,2,14
145,4,44
145,2,21
145,1,2
146,1,1
147,2,26
147,3,38
147,1,39
147,1,49
148,3,28
148,3,27
148,5,33
148,2,9
148,5,4
148,1,46
149,1,42
149,3,33
149,2,7
150,3,14
150,3,25
150,3,4
151,2,32
151,2,5
152,3,28
152,1,27
152,1,24
153,3,22
153,4,45
153,1,49
153,1,13
154,4,7
154,4,15
155,3,0
155,4,5
155,2,32
156,5,49
156,4,41
156,1,47
156,3,39
157,3,37
157,1,13
157,5,26
158,4,7
158,5,15
158,4,49
158,4,25
159,3,23
159,1,15
160,4,28
160,1,0
160,1,3
160,1,27
161,2,11
161,3,47
