time,prediction
1,0.30673719145852374
2,0.2993086098067579
3,0.24651874754636083
4,0.1620626383300987
5,0.2736690236488357
6,0.2550081234658137
7,0.3125537201849511
8,0.2356448225036729
9,0.35684480607596925
10,0.5107199594131089
11,0.2344826550252037
12,0.3959532235749066
13,0.316056199320883
14,0.2141939622015343
15,0.39095920199906686
16,0.26908596531575313
17,0.19383785265381448
18,0.3293513483222341
19,0.2760928653224255
20,0.2872134593708324
21,0.3549757408691221
22,0.18860198209586088
23,0.3646510093312827
24,0.30187972316343803
25,0.4298505048864172
26,0.35966704366728663
27,0.3538842809430207
28,0.25040755154623184
29,0.24225335673691006
30,0.27322898484999314
31,0.2394869762720191
32,0.26093380527890986
33,0.27981183074007276
34,0.24049288412788883
35,0.288545239076484
36,0.3272439017309807
37,0.3921070245851297
38,0.47128150194475893
39,0.44770187497488223
40,0.3217071839098935
41,0.3780366443825187
42,0.36592399655637564
43,0.38950571631721687
44,0.42452506245172117
45,0.3119260916937492
46,0.4020853950860328
47,0.36533139608218335
48,0.33940937584702624
49,0.3696985793649219
50,0.45931431723874994
51,0.6453971199007356
52,0.34018105825816747
53,0.34481516155210556
54,0.37847272721410263
55,0.5506150088258437
56,0.47956434862862807
57,0.3571045455610147
58,0.4074987683270592
59,0.34357938252651365
60,0.3364982384373434
61,0.42210888683621306
62,0.45068455942964647
63,0.6795694361717324
64,0.5324444472353207
65,0.461412107826618
66,0.40647772080410505
67,0.4149472711433191
68,0.43751494232128607
69,0.43982595572742866
70,0.49914171350974357
71,0.5027569287776714
72,0.46191778667707695
73,0.755147767609742
74,0.6756721750862198
75,0.5384153526829323
76,0.555319298968243
77,0.5786478595255176
78,0.5472326612070901
79,0.5708107550017303
80,0.5863469665928278
81,0.5422154555417364
82,0.5719181580716395
83,0.5480299044866115
84,0.6032948158463114
85,0.6612234996209736
86,0.6838653692393564
87,0.547826864538365
88,0.5305347320245346
89,0.5980421825224767
90,0.5259946874575689
91,0.5733295695026754
92,0.5505329289226211
93,0.5730609560778248
94,0.5055084898340283
95,0.5251045018303557
96,0.6186683084597462
97,0.6599306147400057
98,0.6159296443147468
99,0.6051714393179282
100,0.5979066667059669
101,0.6251649441110203
102,0.6211804245322128
103,0.530875985394232
104,0.6428740797200589
105,0.7160273554109153
106,0.6998181765520712
107,0.6202675384702161
108,0.6256913043689565
109,0.6540202190299169
110,0.5761397507740185
111,0.5796807551305392
112,0.6515544509384199
113,0.5476544075136189
114,0.6444867641403107
115,0.7192084381676978
116,0.576327738002874
117,0.5810554946874618
118,0.5687252257775981
119,0.7060570567191462
120,0.570889458496822
121,0.5351595651227399
122,0.6615533211515867
123,0.6212259151579929
124,0.6383861608701409
125,0.6604871647214168
126,0.6203753916270216
127,0.6136831067051389
128,0.6452135729123256
129,0.7572510932586738
130,0.6532476947177202
131,0.7119284705477185
132,0.5910398849155172
133,0.5719898443276179
134,0.6649283807273605
135,0.619292946139467
136,0.6078080500665237
137,0.5770670396086643
138,0.5961068910182803
139,0.5955839223388466
140,0.6617146208300255
141,0.759562131614075
142,0.6356099070981145
143,0.7058553480965202
144,0.7183957609740901
145,0.703281758040248
146,0.49489881261251867
147,0.7547037731637829
148,0.6618788444175152
149,0.6490182675697724
150,0.5994138062596903
151,0.4949598097082344
152,0.5040271559773828
153,0.6251790780734154
154,0.6511514804369654
155,0.5889457908488112
156,0.6391007056372473
157,0.5639767781030969
158,0.5794789793289965
159,0.6100738756504143
160,0.768860538759327
161,0.5774919770046836
162,0.7204213531294954
163,0.5915048612878309
164,0.6025195966140018
165,0.4259819303333643
166,0.5529626015704707
167,0.5999826812403626
168,0.6024621299293358
169,0.6097872051104787
170,0.6177879931565258
171,0.6535497182776453
172,0.651169250588282
173,0.6405470378158498
174,0.2680888664617669
175,0.23434685788379284
176,0.2557936868906836
177,0.2746717123518465
178,0.23535276573966257
179,0.28340512068825774
180,0.32210378334275447
181,0.38696690619690344
182,0.4661413835565327
183,0.442561756586656
184,0.31656706552166725
185,0.37289652599429246
186,0.3607838781681494
187,0.3843655979289906
188,0.4193849440634949
189,0.30678597330552293
190,0.39694527669780655
191,0.3601912776939571
192,0.3342692574588
193,0.36455846097669564
194,0.4541741988505237
195,0.6402570015125093
196,0.3350409398699412
197,0.3396750431638793
198,0.3733326088258764
199,0.5454748904448934
200,0.4744242302404018
201,0.3519644271800644
202,0.40235864993883297
203,0.3384392641382874
204,0.33135812004911713
205,0.4169687684479868
206,0.4455444410414202
207,0.6744293177835061
208,0.5273043288470944
209,0.45627198943839176
210,0.4013376024158788
211,0.40980715275509283
212,0.4323748239403358
213,0.4346858373392024
214,0.49400159512879327
215,0.49761681038944516
216,0.4567776682888507
217,0.7500076492215157
218,0.6705320566979935
219,0.533275234294706
220,0.5501791805800167
221,0.5735077411372913
222,0.5420925428188639
223,0.565670636613504
224,0.5812068482046016
225,0.5370753371535102
226,0.5667780396834132
227,0.5428897860983852
228,0.5981546974580851
229,0.6560833812327473
230,0.6787252508511301
231,0.5426867461501388
232,0.5253946136363083
233,0.5929020641342504
234,0.5208545690693427
235,0.5681894511144492
236,0.5453928105343948
237,0.5679208376895986
238,0.500368371445802
239,0.5199643834421295
240,0.6135281900715199
241,0.6547904963517794
242,0.6107895259337965
243,0.6000313209297019
244,0.5927665483177407
245,0.620024825722794
246,0.6160403061439865
247,0.5257358670060057
248,0.6377339613318327
249,0.7108872370226891
250,0.694678058163845
251,0.6151274200819898
252,0.6205511859807302
253,0.6488801006416907
254,0.5709996323857922
255,0.5745406367495889
256,0.6464143325501936
257,0.5425142891253927
258,0.6393466457520844
259,0.7140683197794715
260,0.5711876196219237
261,0.5759153762992355
262,0.5635851073893718
263,0.70091693833092
264,0.5657493401085958
265,0.5300194467345136
266,0.6564132027633605
267,0.6160857967697666
268,0.6332460424819146
269,0.6553470463331905
270,0.6152352732460713
271,0.6085429883169127
272,0.6400734545240994
273,0.7521109748704475
274,0.6481075763294939
275,0.7067883521594922
276,0.5858997665272909
277,0.5668497259393916
278,0.6597882623391342
279,0.6141528277512407
280,0.6026679316782975
281,0.571926921227714
282,0.590966772630054
283,0.5904438039506203
284,0.6565745024417993
285,0.7544220132258488
286,0.6304697887098882
287,0.7007152297082939
288,0.7132556425931398
289,0.6981416396520217
290,0.4897586942242924
291,0.7495636547755566
292,0.656738726029289
293,0.6438781491815462
294,0.5942736878714641
295,0.48981969132000813
